"[0.09575826608494764, 0.3883688381891683]",0.8,-66.51220615594808
"[-0.30410951242199813, 0.39865279228864703]",1.6,-65.90967073183303
"[-0.5194887992517796, 0.7357162326150858]",2.4000000000000004,-66.89126183904347
"[-0.2194887992517796, 0.7357162326150858]",3.0000000000000004,-65.01230104484205
"[0.08051120074822038, 0.7357162326150858]",3.6000000000000005,-66.41356928625058
"[0.38051120074822037, 0.7357162326150858]",4.2,-66.32454403690886
"[0.08051120074822038, 0.7357162326150858]",4.8,-66.56469028629937
"[-0.2194887992517796, 0.7357162326150858]",5.3999999999999995,-65.2622078485689
"[-0.5194887992517796, 0.7357162326150858]",5.999999999999999,-65.41321295861567
"[-0.8194887992517796, 0.7357162326150858]",6.599999999999999,-63.9314516949124
"[-1.1194887992517797, 0.7357162326150858]",7.199999999999998,-63.90219383416179
"[-1.4194887992517797, 0.7357162326150858]",7.799999999999998,-63.96988716799024
"[-1.7194887992517798, 0.7357162326150858]",8.399999999999999,-63.50942107477145
"[-2.01948879925178, 0.7357162326150858]",8.999999999999998,-63.20463305638525
"[-2.3194887992517796, 0.7357162326150858]",9.599999999999998,-63.41326873760204
"[-2.3194887992517796, 0.4357162326150858]",10.199999999999998,-62.91121997060706
"[-2.3194887992517796, 0.7357162326150858]",10.799999999999997,-62.52170949309229
"[-2.3194887992517796, 1.0357162326150857]",11.399999999999997,-64.87780678306456
"[-2.3194887992517796, 1.3357162326150858]",11.999999999999996,-65.81505133947688
"[-2.3194887992517796, 1.0357162326150857]",12.599999999999996,-64.0753886419567
"[-2.29432022016321, 0.9389353325021895]",12.799999999999995,-63.873629841037975
"[-2.261513034356877, 0.8444700554980503]",12.999999999999995,-62.33936371555111
"[-2.2238082580645857, 0.7518506739154232]",13.199999999999994,-62.78080506116455
"[-2.1861034817722946, 0.6592312923327961]",13.399999999999993,-61.98524530249794
"[-2.1483987054800036, 0.566611910750169]",13.599999999999993,-63.5084948379065
"[-2.118852812758217, 0.47107636645762474]",13.799999999999992,-61.67597260537785
"[-2.086414737905853, 0.3764837065950729]",13.999999999999991,-61.87043339803763
"[-2.0600431000927575, 0.2800236800604772]",14.19999999999999,-61.5036712929635
"[-2.033671462279662, 0.18356365352588144]",14.39999999999999,-61.61059778554648
"[-2.0141667381510553, 0.08548426865491607]",14.599999999999989,-60.20908779332595
"[-1.9910554262946794, -0.01180841999267622]",14.799999999999988,-60.444512161452515
"[-1.9679441144383034, -0.10910110864026851]",14.999999999999988,-59.76247042336459
"[-1.9410374408334263, -0.2054132621595446]",15.199999999999987,-59.981853952682194
"[-1.9141307672285492, -0.3017254156788207]",15.399999999999986,-59.820927154880565
"[-1.8913573980488192, -0.3990977611173677]",15.599999999999985,-59.349795859060706
"[-1.8685840288690891, -0.4964701065559147]",15.799999999999985,-57.98171237867377
"[-1.8412830055405558, -0.5926712194663946]",15.999999999999984,-58.0550941134062
"[-1.8094140404314465, -0.6874571311984361]",16.199999999999985,-57.40764356095496
"[-1.7729670601050875, -0.7805786519392939]",16.399999999999984,-56.378163227047565
"[-1.720026477349274, -0.8654155230359748]",16.599999999999984,-56.905170037614624
"[-1.6897097423805474, -0.9607092562026212]",16.799999999999983,-57.531210960083726
"[-1.6593930074118208, -1.0560029893692675]",16.999999999999982,-58.25036233523581
"[-1.6622040205726702, -1.1559634725864345]",17.19999999999998,-58.483610296738284
"[-1.5845367167387037, -1.0929730771664792]",17.39999999999998,-56.21639719423705
"[-1.4951371513273997, -1.0481655141411375]",17.59999999999998,-56.670843169718125
"[-1.4133359615520575, -0.9906453841748512]",17.79999999999998,-56.44624497085523
"[-1.326315934650232, -0.9413755666594029]",17.99999999999998,-54.320753531279756
"[-1.2459201747466473, -0.8819069044117522]",18.199999999999978,-55.315710661572176
"[-1.151048379204074, -0.850294526922418]",18.399999999999977,-54.43599953522564
"[-1.0536109845160953, -0.8278011030741229]",18.599999999999977,-53.074641264910774
"[-0.9561735898281165, -0.8053076792258278]",18.799999999999976,-50.26785822162754
"[-0.8636834793785729, -0.7672869024185185]",18.999999999999975,-50.610185906845324
"[-0.7667884907827938, -0.7425611833182814]",19.199999999999974,-49.93910558843184"[0.2676243266328666, -0.29728306341651]",0.8,-66.5690959617416
