"[-0.628209522712051, -0.7780442118375389]",1.25,-62.87848816756431
"[-0.4548595771865519, -1.7629045046640426]",2.5,-62.05275248520742
"[-1.0373732211119435, -0.9500835805726643]",3.75,-60.30764569532452
"[-1.0373732211119435, -1.4500835805726644]",4.375,-59.58478276386582
"[-1.0373732211119435, -0.9500835805726644]",5.0,-59.56743410767814
"[-1.0373732211119435, -0.4500835805726644]",5.625,-62.49806827457052
"[-1.0373732211119435, -0.9500835805726644]",6.25,-59.15566319235457
"[-0.5373732211119435, -0.9500835805726644]",6.875,-60.609476530952406
"[-1.0373732211119435, -0.9500835805726645]",7.5,-58.42511001672839
"[-0.5373732211119435, -0.9500835805726645]",8.125,-60.490597320237384
"[-1.0373732211119435, -0.9500835805726646]",8.75,-57.737817720908495
"[-0.5373732211119435, -0.9500835805726646]",9.375,-60.64805211427205
"[-1.0373732211119435, -0.9500835805726647]",10.0,-55.614644738729105
"[-0.5373732211119435, -0.9500835805726647]",10.625,-58.269646782526856
"[-1.0373732211119435, -0.9500835805726648]",11.25,-53.64355156783677
"[-0.5373732211119435, -0.9500835805726648]",11.875,-57.77668016017438
"[-1.0373732211119435, -0.950083580572665]",12.5,-50.73815746946275
"[-0.5373732211119435, -0.950083580572665]",13.125,-55.649864619705816
"[-1.0373732211119435, -0.9500835805726651]",13.75,-48.1790335886408
"[-0.5373732211119435, -0.9500835805726651]",14.375,-52.3740091684653
"[-1.0373732211119435, -0.9500835805726652]",15.0,-28.896080981037915
"[-0.5373732211119435, -0.9500835805726652]",15.625,-52.72541468426101
"[-0.5373732211119434, -1.4500835805726653]",16.25,-54.151631047064875
"[-0.5373732211119434, -0.9500835805726653]",16.875,-50.41249348428564
"[-0.5373732211119433, -1.4500835805726653]",17.5,-54.88575627051718
"[-0.5373732211119433, -0.9500835805726653]",18.125,-51.86005879465651
"[-0.5373732211119432, -1.4500835805726653]",18.75,-57.58615535863549
"[-1.037373221111943, -1.4500835805726653]",19.375,-58.61043545071804
"[-1.537373221111943, -1.4500835805726653]",20.0,-60.92277154289582
"[-2.037373221111943, -1.4500835805726653]",20.625,-61.86181911485958
"[-1.537373221111943, -1.4500835805726653]",21.25,-61.24534134939044
"[-2.037373221111943, -1.4500835805726653]",21.875,-62.39190943699172
"[-1.537373221111943, -1.4500835805726653]",22.5,-62.110662415066095
"[-2.037373221111943, -1.4500835805726653]",23.125,-63.67824971751821
"[-1.537373221111943, -1.4500835805726653]",23.75,-62.66026230547329
"[-2.037373221111943, -1.4500835805726653]",24.375,-63.82476490018414
"[-1.537373221111943, -1.4500835805726653]",25.0,-61.642099995357775
"[-2.037373221111943, -1.4500835805726653]",25.625,-64.50513767179382
"[-1.537373221111943, -1.4500835805726653]",26.25,-64.1011961263018
"[-2.037373221111943, -1.4500835805726653]",26.875,-63.53033475237417
"[-1.9224264782942058, -1.6137516786113268]",27.125,-64.42619303779978
"[-1.7775062775983748, -1.4759179547616097]",27.375,-65.16685141373385
"[-1.6293953210409873, -1.3415187562980189]",27.625,-63.53053497064445
"[-1.4812843644835998, -1.207119557834428]",27.875,-62.032890246825644
"[-1.5620700719838407, -1.0241614493404738]",28.125,-62.52038970837072
"[-1.410750324077787, -0.8933855574733243]",28.375,-62.465657305803994
"[-1.253169933182404, -0.7702254161724216]",28.625,-62.56765790334601
"[-1.095589542287021, -0.6470652748715189]",28.875,-61.876227613243444
"[-1.2015883239682756, -0.47746498512503965]",29.125,-61.99363636534284
"[-1.0326151900063427, -0.3704692842811146]",29.375,-62.473781947875125
"[-0.8653617103930411, -0.26080491651636195]",29.625,-60.667303700168475
"[-0.6981082307797395, -0.15114054875160932]",29.875,-60.51315740376643
"[-0.5272749316904881, -0.04714062604835728]",30.125,-57.6309535760746
"[-0.36056679212642306, 0.06335098541191701]",30.375,-58.866618536180816
"[-0.193858652562358, 0.1738425968721913]",30.625,-58.25351590887056
"[-0.030051566999375195, 0.28859118605463674]",30.875,-54.814251728559654
"[-0.21306499424322645, 0.20793087705163593]",31.125,-57.827158879825475
"[-0.04525685884445785, 0.3167446155867517]",31.375,-56.58762760827072
"[0.12255127655431078, 0.4255583541218675]",31.625,-54.04153980768227
"[0.2903594119530794, 0.5343720926569833]",31.875,-51.93177072226722
"[0.458167547351848, 0.643185831192099]",32.125,-50.45528149295654
"[0.5952780634162388, 0.7887904546920292]",32.375,-44.70285243477252
