"[-0.3704547672372336, -0.15087499935777005]",0.8,-65.64499243901608
"[-0.7009502532042222, 0.07445305871632796]",1.6,-64.26069758321917
"[-1.0960609072328442, 0.012102669198101365]",2.4000000000000004,-64.8740797613757
"[-0.8138305972348683, 0.11381821431509112]",3.0000000000000004,-64.55740400048298
"[-0.518388813419606, 0.06172068677245396]",3.6000000000000005,-64.96802392956985
"[-0.24667631629822107, 0.18889111929535365]",4.2,-65.79311082913854
"[0.005257507378837567, 0.35176944347465233]",4.8,-65.59209904952786
"[-0.22699898332154306, 0.5416560478667052]",5.3999999999999995,-64.86224180292457
"[-0.40880227908851463, 0.7802929302806921]",5.999999999999999,-65.50575683308973
"[-0.22332651679513324, 1.0160867843178343]",6.599999999999999,-66.48539290577375
"[-0.1436721167440069, 1.0765448404600484]",6.799999999999999,-66.26303715317401
"[-0.2308609468974089, 1.1255153203074137]",6.999999999999999,-65.8160441062872
"[-0.31804977705081094, 1.174485800154779]",7.199999999999999,-66.78346042498252
"[-0.40523860720421295, 1.2234562800021445]",7.3999999999999995,-66.80933705946886
"[-0.49242743735761496, 1.2724267598495098]",7.6,-65.4742612872229
"[-0.579616267511017, 1.3213972396968752]",7.8,-64.90566816898342
"[-0.6771505407361853, 1.2993276781598115]",8.0,-64.54831500476706
"[-0.7731253664344836, 1.2712415101730379]",8.2,-66.06403045836315
"[-0.8722593373594044, 1.2843737532661639]",8.399999999999999,-64.24370426649655
"[-0.9117715348814855, 1.1925108867368852]",8.599999999999998,-64.88605854577952
"[-0.9522058096004664, 1.1010501332523988]",8.799999999999997,-65.19510406702186
"[-1.0288054693036384, 1.1653345958647459]",8.999999999999996,-65.00235239648971
"[-1.1054051290068103, 1.229619058477093]",9.199999999999996,-64.80680588246094
"[-1.1820047887099823, 1.29390352108944]",9.399999999999995,-65.52711689798909
"[-1.2586044484131542, 1.3581879837017872]",9.599999999999994,-65.4598647192698
"[-1.3352041081163262, 1.4224724463141343]",9.799999999999994,-63.76710989830212
"[-1.4118037678194981, 1.4867569089264814]",9.999999999999993,-65.33138268904024
"[-1.495439770016898, 1.5415749637664384]",10.199999999999992,-64.74556139107008
"[-1.5953542388616488, 1.5374398802761902]",10.399999999999991,-64.89288835119093
"[-1.6813269253066485, 1.4863644734209356]",10.59999999999999,-65.99589723527703
"[-1.609788887948146, 1.4164909504605647]",10.79999999999999,-64.8997042511924
"[-1.7050734200175792, 1.4468365918001234]",10.99999999999999,-63.31263148749249
"[-1.6530368780942855, 1.3614422225204965]",11.199999999999989,-63.92778430357624
"[-1.5949847957685153, 1.2800176823766185]",11.399999999999988,-63.246689321863926
"[-1.558917447777565, 1.186748467686563]",11.599999999999987,-63.10768043017524
"[-1.658479226448238, 1.1961000572804192]",11.799999999999986,-64.05534783308741
"[-1.592348854149015, 1.1210882324821505]",11.999999999999986,-64.49747378605568
"[-1.6166623926062031, 1.0240889961568533]",12.199999999999985,-63.47758896318382
"[-1.6122342040460076, 1.123990903776655]",12.399999999999984,-64.85004124942702
"[-1.636027595887345, 1.0268627693114827]",12.599999999999984,-63.47802846763146
"[-1.6598209877286823, 0.9297346348463105]",12.799999999999983,-62.575008238315135
